page,source_pages,id,title,duration,version,url,artwork,rawText
2,2,0936ec4c-df6e-4336-b486-e315e5cc83be,cryTonight,3:14,v5.5,https://suno.com/song/0936ec4c-df6e-4336-b486-e315e5cc83be,https://cdn2.suno.ai/image_0936ec4c-df6e-4336-b486-e315e5cc83be.jpeg?width=100,3:14cryTonightv5.5Cover(no styles)1PublishRemix
2,2,18be3159-edac-4b1c-ba1f-514b76e4572b,cryTonight,3:47,v5.5,https://suno.com/song/18be3159-edac-4b1c-ba1f-514b76e4572b,https://cdn2.suno.ai/image_18be3159-edac-4b1c-ba1f-514b76e4572b.jpeg?width=100,"3:47cryTonightv5.5CoverPsychedelic reggae built around one hypnotic source sound: a watery drip, low hum, and crisp click sampled into the groove, Skanking rhythm guitar with spring reverb, fat one-drop drums, dub-style tape delay throws, wobbling organ bubbles, and deep sub-bass, Swirling phaser, echo tails, and spacious live-room textures create a hazy roots-meets-space feel at a laid-back tempoPublishRemix"
2,2,318dce22-352f-43e4-870c-47fdd4fc607d,cryTonight,3:13,v5.5,https://suno.com/song/318dce22-352f-43e4-870c-47fdd4fc607d,https://cdn2.suno.ai/image_318dce22-352f-43e4-870c-47fdd4fc607d.jpeg?width=100,3:13cryTonightv5.5Cover(no styles)PublishRemix
2,2,73ecf91a-3424-4f26-b146-38c642740b68,Midnight in Kingston,1:53,v5.5,https://suno.com/song/73ecf91a-3424-4f26-b146-38c642740b68,https://cdn2.suno.ai/image_73ecf91a-3424-4f26-b146-38c642740b68.jpeg?width=100,1:53Midnight in Kingstonv5.5dub dancehall11PublishRemix
2,2,8b6b5a1e-de20-4b3b-9d49-951419e31cdb,Midnight in Kingston,2:25,v5.5,https://suno.com/song/8b6b5a1e-de20-4b3b-9d49-951419e31cdb,https://cdn2.suno.ai/image_8b6b5a1e-de20-4b3b-9d49-951419e31cdb.jpeg?width=100,2:25Midnight in Kingstonv5.5dub dancehall1PublishRemix
2,2,5909abc5-d5b7-4fee-8f2a-6ff2fbab612e,Midnight Skank,2:31,v5.5,https://suno.com/song/5909abc5-d5b7-4fee-8f2a-6ff2fbab612e,https://cdn2.suno.ai/image_5909abc5-d5b7-4fee-8f2a-6ff2fbab612e.jpeg?width=100,"2:31Midnight Skankv5.5Reggae dubstep fusion at 140 BPM with skanking guitar chops, offbeat organ bubbles, and a deep one-drop feel under a massive wobble bass, Split-box drums, pitched snare snaps, tape-delay throws, and spring reverb on rimshots, Heavy sub drops, echo feedback, and roomy low-end for a chantable, crowd-ready chorus1PublishRemix"
2,2,86065f27-65f6-4302-87b2-9f64bfe10661,Midnight Skank,2:27,v5.5,https://suno.com/song/86065f27-65f6-4302-87b2-9f64bfe10661,https://cdn2.suno.ai/image_86065f27-65f6-4302-87b2-9f64bfe10661.jpeg?width=100,"2:27Midnight Skankv5.5Reggae dubstep fusion at 140 BPM with skanking guitar chops, offbeat organ bubbles, and a deep one-drop feel under a massive wobble bass, Split-box drums, pitched snare snaps, tape-delay throws, and spring reverb on rimshots, Heavy sub drops, echo feedback, and roomy low-end for a chantable, crowd-ready chorus1PublishRemix"
2,2,2b1536ca-8e46-4fcc-8185-014421d75aea,Midnight Static,2:35,v5.5,https://suno.com/song/2b1536ca-8e46-4fcc-8185-014421d75aea,https://cdn2.suno.ai/image_2b1536ca-8e46-4fcc-8185-014421d75aea.jpeg?width=100,2:35Midnight Staticv5.5reggae dubstep11PublishRemix
2,2,e4b43dd3-b6e3-487c-8c81-cb6e03f1f84d,Midnight Static,1:55,v5.5,https://suno.com/song/e4b43dd3-b6e3-487c-8c81-cb6e03f1f84d,https://cdn2.suno.ai/image_e4b43dd3-b6e3-487c-8c81-cb6e03f1f84d.jpeg?width=100,1:55Midnight Staticv5.5reggae dubstep11PublishRemix
2,2,2e7c6a0d-56eb-4a8b-b532-6420ea638a73,Neon Maracas,3:30,v5.5,https://suno.com/song/2e7c6a0d-56eb-4a8b-b532-6420ea638a73,https://cdn2.suno.ai/image_2e7c6a0d-56eb-4a8b-b532-6420ea638a73.jpeg?width=100,3:30Neon Maracasv5.5Covercumbia dub techFade1PublishRemix
2,2,f3ae7fa4-959a-44d8-960c-6f6e27ab0ea6,Neon Maracas,2:58,v5.5,https://suno.com/song/f3ae7fa4-959a-44d8-960c-6f6e27ab0ea6,https://cdn2.suno.ai/image_f3ae7fa4-959a-44d8-960c-6f6e27ab0ea6.jpeg?width=100,2:58Neon Maracasv5.5Covercumbia dub techFade1PublishRemix
2,2,3f47ba07-3ecd-4018-807e-b108b5a222dd,Tonight,0:53,v5.5,https://suno.com/song/3f47ba07-3ecd-4018-807e-b108b5a222dd,https://cdn2.suno.ai/image_3f47ba07-3ecd-4018-807e-b108b5a222dd.jpeg?width=100,0:53Tonightv5.5(no styles)Fade1PublishRemix
2,2,facbb77c-47e0-45a6-aef5-eb9469e39918,Tonight,2:25,v5.5,https://suno.com/song/facbb77c-47e0-45a6-aef5-eb9469e39918,https://cdn2.suno.ai/image_facbb77c-47e0-45a6-aef5-eb9469e39918.jpeg?width=100,2:25Tonightv5.5(no styles)Fade1PublishRemix
3,3,044a930d-25dc-489c-9ac7-5a29b3463c0d,Ancestral Pulse,2:58,v5.5,https://suno.com/song/044a930d-25dc-489c-9ac7-5a29b3463c0d,https://cdn2.suno.ai/99f3dd54-36de-43a2-8082-fd8bdd081c5f.jpeg?width=100,2:58Ancestral Pulsev5.5Psytrance Ritual / Tribal21PublishRemix
3,3,1d33b7d5-badf-4e92-bd1d-281bc3d5d1b7,Ancestral Pulse,3:05,v5.5,https://suno.com/song/1d33b7d5-badf-4e92-bd1d-281bc3d5d1b7,https://cdn2.suno.ai/b5301f35-73d5-4d9d-abf4-48d26ac7a956.jpeg?width=100,3:05Ancestral Pulsev5.5Psytrance Ritual / Tribal11PublishRemix
3,3,7f646fa6-f061-4680-8df7-a8650ad9e071,Ancestral Pulse,2:08,v5.5,https://suno.com/song/7f646fa6-f061-4680-8df7-a8650ad9e071,https://cdn2.suno.ai/image_7f646fa6-f061-4680-8df7-a8650ad9e071.jpeg?width=100,"2:08Ancestral Pulsev5.5neo-psychedelia reggae fusion with soft trap influence, lush female vocals dripping confidence and cosmic glamour, shimmering synths, deep bass, elegant rhythm, “Quantum Luxurious” — luxury as a state of mind, dripping gold and starlight, sensual and introspective vibe11PublishRemix"
3,3,ca1307f9-f68e-4751-9163-cb1a7f5364a2,Ancestral Pulse,2:46,v5.5,https://suno.com/song/ca1307f9-f68e-4751-9163-cb1a7f5364a2,https://cdn2.suno.ai/image_ca1307f9-f68e-4751-9163-cb1a7f5364a2.jpeg?width=100,"2:46Ancestral Pulsev5.5neo-psychedelia reggae fusion with soft trap influence, lush female vocals dripping confidence and cosmic glamour, shimmering synths, deep bass, elegant rhythm, “Quantum Luxurious” — luxury as a state of mind, dripping gold and starlight, sensual and introspective vibe21PublishRemix"
3,3,f0dd7d9c-9451-44d7-adaf-371e3d18118e,Ancestral Pulse,3:32,v5.5,https://suno.com/song/f0dd7d9c-9451-44d7-adaf-371e3d18118e,https://cdn2.suno.ai/image_f0dd7d9c-9451-44d7-adaf-371e3d18118e.jpeg?width=100,"3:32Ancestral Pulsev5.5Maximum-intensity psytrance ritual with no intro build: 145 BPM driving four-on-the-floor kick, rolling offbeat bass, and relentless tribal percussion, Frame drums, congas, shakers, tom ensembles, handclaps, and ritual chants sit over hypnotic arpeggiated synths, resonant filter sweeps, psy-delays, and acidic lead motifs in a dark, earthy, high-energy mix21PublishRemix"
3,3,f576294c-ae60-47d0-b9d9-e2da80d74780,Ancestral Pulse,3:08,v5.5,https://suno.com/song/f576294c-ae60-47d0-b9d9-e2da80d74780,https://cdn2.suno.ai/image_f576294c-ae60-47d0-b9d9-e2da80d74780.jpeg?width=100,"3:08Ancestral Pulsev5.5Maximum-intensity psytrance ritual with no intro build: 145 BPM driving four-on-the-floor kick, rolling offbeat bass, and relentless tribal percussion, Frame drums, congas, shakers, tom ensembles, handclaps, and ritual chants sit over hypnotic arpeggiated synths, resonant filter sweeps, psy-delays, and acidic lead motifs in a dark, earthy, high-energy mix21PublishRemix"
3,3,2a844489-c39a-4f34-b512-19a957ccfd87,Dark,4:49,v5.5,https://suno.com/song/2a844489-c39a-4f34-b512-19a957ccfd87,https://cdn2.suno.ai/image_2a844489-c39a-4f34-b512-19a957ccfd87.jpeg?width=100,"4:49Darkv5.5Orchestral rock anthem with cinematic production, Features a prominent grand piano playing a repetitive eighth-note ostinato in the mid-range, A baritone male vocal delivers a dramatic performance, transitioning from a breathy chest voice to a powerful, belted head voice in the chorus, The arrangement builds with a staccato string section and deep, resonant orchestral percussion including timpani and concert bass drum, Distorted electric guitars enter during the chorus with sustained power chords and a thick, saturated tone, A soaring legato string ensemble provides melodic counterpoint in the higher register, The track is in the key of D minor with a tempo of 76 BPM in 4/4 time, The production uses heavy hall reverb on the vocals and drums to create a vast spatial image11PublishRemix"
3,3,b8da2a39-daed-4633-acba-b949d93c28c4,Dark,4:54,v5.5,https://suno.com/song/b8da2a39-daed-4633-acba-b949d93c28c4,https://cdn2.suno.ai/image_b8da2a39-daed-4633-acba-b949d93c28c4.jpeg?width=100,"4:54Darkv5.5Orchestral rock anthem with cinematic production, Features a prominent grand piano playing a repetitive eighth-note ostinato in the mid-range, A baritone male vocal delivers a dramatic performance, transitioning from a breathy chest voice to a powerful, belted head voice in the chorus, The arrangement builds with a staccato string section and deep, resonant orchestral percussion including timpani and concert bass drum, Distorted electric guitars enter during the chorus with sustained power chords and a thick, saturated tone, A soaring legato string ensemble provides melodic counterpoint in the higher register, The track is in the key of D minor with a tempo of 76 BPM in 4/4 time, The production uses heavy hall reverb on the vocals and drums to create a vast spatial imagePublishRemix"
3,3,f1a65166-2390-43ae-bce9-54884f9651f4,Dark,4:54,v5.5,https://suno.com/song/f1a65166-2390-43ae-bce9-54884f9651f4,https://cdn2.suno.ai/image_f1a65166-2390-43ae-bce9-54884f9651f4.jpeg?width=100,"4:54Darkv5.5Orchestral rock anthem with cinematic production, Features a prominent grand piano playing a repetitive eighth-note ostinato in the mid-range, A baritone male vocal delivers a dramatic performance, transitioning from a breathy chest voice to a powerful, belted head voice in the chorus, The arrangement builds with a staccato string section and deep, resonant orchestral percussion including timpani and concert bass drum, Distorted electric guitars enter during the chorus with sustained power chords and a thick, saturated tone, A soaring legato string ensemble provides melodic counterpoint in the higher register, The track is in the key of D minor with a tempo of 76 BPM in 4/4 time, The production uses heavy hall reverb on the vocals and drums to create a vast spatial image1PublishRemix"
3,3,f89a036e-47e4-4952-af04-f188d56f0d2a,Dark,4:57,v5.5,https://suno.com/song/f89a036e-47e4-4952-af04-f188d56f0d2a,https://cdn2.suno.ai/image_f89a036e-47e4-4952-af04-f188d56f0d2a.jpeg?width=100,"4:57Darkv5.5Orchestral rock anthem with cinematic production, Features a prominent grand piano playing a repetitive eighth-note ostinato in the mid-range, A baritone male vocal delivers a dramatic performance, transitioning from a breathy chest voice to a powerful, belted head voice in the chorus, The arrangement builds with a staccato string section and deep, resonant orchestral percussion including timpani and concert bass drum, Distorted electric guitars enter during the chorus with sustained power chords and a thick, saturated tone, A soaring legato string ensemble provides melodic counterpoint in the higher register, The track is in the key of D minor with a tempo of 76 BPM in 4/4 time, The production uses heavy hall reverb on the vocals and drums to create a vast spatial image1PublishRemix"
3,3,af2ae140-ddbb-4021-8987-1d7f1f0d4e35,Left You,4:08,v5.5,https://suno.com/song/af2ae140-ddbb-4021-8987-1d7f1f0d4e35,https://cdn2.suno.ai/image_af2ae140-ddbb-4021-8987-1d7f1f0d4e35.jpeg?width=100,"4:08Left Youv5.5Psychedelic textures drive the song with warbling electric guitar, swirling organs, and pulsating bass, Layered percussion and reverb-soaked drums underpin trippy effects, shifting tempos, and phase-heavy synths, Vocal lines weave through spacious, echoing soundscapes, distorded, deep female singer, strong male vocal, bass riff, booming 808s11PublishRemix"
3,3,ec66c406-99c4-4bcb-ad0a-e066bd6a6495,Left You,4:09,v5.5,https://suno.com/song/ec66c406-99c4-4bcb-ad0a-e066bd6a6495,https://cdn2.suno.ai/image_ec66c406-99c4-4bcb-ad0a-e066bd6a6495.jpeg?width=100,"4:09Left Youv5.5Psychedelic textures drive the song with warbling electric guitar, swirling organs, and pulsating bass, Layered percussion and reverb-soaked drums underpin trippy effects, shifting tempos, and phase-heavy synths, Vocal lines weave through spacious, echoing soundscapes, distorded, deep female singer, strong male vocal, bass riff, booming 808s11PublishRemix"
3,3,5cdcbaa7-bee3-487b-bdfe-b06ef618a2b4,Tonight,4:18,v5.5,https://suno.com/song/5cdcbaa7-bee3-487b-bdfe-b06ef618a2b4,https://cdn2.suno.ai/image_5cdcbaa7-bee3-487b-bdfe-b06ef618a2b4.jpeg?width=100,4:18Tonightv5.5cumbia dub techPublishRemix
3,3,ddf2c8c1-505d-4402-a43a-ce1a2e71c9e0,Tonight,4:34,v5.5,https://suno.com/song/ddf2c8c1-505d-4402-a43a-ce1a2e71c9e0,https://cdn2.suno.ai/image_ddf2c8c1-505d-4402-a43a-ce1a2e71c9e0.jpeg?width=100,4:34Tonightv5.5cumbia dub tech1PublishRemix
4,4,5307d34e-fb2f-4dfb-9b2e-fc4e9a57f9a5,e,4:04,v4.5-all,https://suno.com/song/5307d34e-fb2f-4dfb-9b2e-fc4e9a57f9a5,https://cdn2.suno.ai/image_5307d34e-fb2f-4dfb-9b2e-fc4e9a57f9a5.jpeg?width=100,4:04ev4.5-allCoverreggae dub dancehall techno1PublishRemix
4,4,60157947-9383-4770-8389-5b2cd885f3f8,e,4:20,v4.5-all,https://suno.com/song/60157947-9383-4770-8389-5b2cd885f3f8,https://cdn2.suno.ai/image_60157947-9383-4770-8389-5b2cd885f3f8.jpeg?width=100,4:20ev4.5-allCoverreggae dub dancehall technoPublishRemix
4,4,a006808e-4efe-4c54-9feb-a7599fd3f895,La Mañanita,1:56,v5.5,https://suno.com/song/a006808e-4efe-4c54-9feb-a7599fd3f895,https://cdn2.suno.ai/image_a006808e-4efe-4c54-9feb-a7599fd3f895.jpeg?width=100,"1:56La Mañanitav5.5Huapango poderoso y marcado con arpa huasteca, violín lead y jarana golpeada, plus guitarrón marcando el pulso en compás de 6/8, Folk Andino Mexa color with quena, charango, zampoña, bombo legüero, tight unison riffs, rasped string accents, and dry room ambience for a forceful, earthy, stomping groove21PublishRemix"
4,4,d9b384dd-8a17-491e-920b-8576fdba6f55,La Mañanita,1:52,v5.5,https://suno.com/song/d9b384dd-8a17-491e-920b-8576fdba6f55,https://cdn2.suno.ai/image_d9b384dd-8a17-491e-920b-8576fdba6f55.jpeg?width=100,"1:52La Mañanitav5.5Huapango poderoso y marcado con arpa huasteca, violín lead y jarana golpeada, plus guitarrón marcando el pulso en compás de 6/8, Folk Andino Mexa color with quena, charango, zampoña, bombo legüero, tight unison riffs, rasped string accents, and dry room ambience for a forceful, earthy, stomping groove11PublishRemix"
4,4,2c0be944-4dea-4fdf-96f1-504c07c5a8ac,La Mañanita II,4:02,v5.5,https://suno.com/song/2c0be944-4dea-4fdf-96f1-504c07c5a8ac,https://cdn2.suno.ai/image_2c0be944-4dea-4fdf-96f1-504c07c5a8ac.jpeg?width=100,"4:02La Mañanita IIv5.5Huapango poderoso y marcado con arpa huasteca, violín lead y jarana golpeada, plus guitarrón marcando el pulso en compás de 6/8, Folk Andino Mexa color with quena, charango, zampoña, bombo legüero, tight unison riffs, rasped string accents, and dry room ambience for a forceful, earthy, stomping groove11PublishRemix"
4,4,486c0b62-8652-4211-bca6-1e1384c6182f,La Mañanita II,4:01,v5.5,https://suno.com/song/486c0b62-8652-4211-bca6-1e1384c6182f,https://cdn2.suno.ai/image_486c0b62-8652-4211-bca6-1e1384c6182f.jpeg?width=100,"4:01La Mañanita IIv5.5Huapango poderoso y marcado con arpa huasteca, violín lead y jarana golpeada, plus guitarrón marcando el pulso en compás de 6/8, Folk Andino Mexa color with quena, charango, zampoña, bombo legüero, tight unison riffs, rasped string accents, and dry room ambience for a forceful, earthy, stomping groove11PublishRemix"
4,4,4be54915-e98b-4006-8c5e-a220c306e7a7,Midnight Static,3:55,v4.5-all,https://suno.com/song/4be54915-e98b-4006-8c5e-a220c306e7a7,https://cdn2.suno.ai/image_4be54915-e98b-4006-8c5e-a220c306e7a7.jpeg?width=100,3:55Midnight Staticv4.5-allreggae tech dubPublishRemix
4,4,71df23b7-d492-42d6-adce-05d292da6ef4,Midnight Static,4:15,v4.5-all,https://suno.com/song/71df23b7-d492-42d6-adce-05d292da6ef4,https://cdn2.suno.ai/image_71df23b7-d492-42d6-adce-05d292da6ef4.jpeg?width=100,4:15Midnight Staticv4.5-allreggae tech dubPublishRemix
4,4,a6105c37-c068-446b-a744-c55080cc680a,Midnight Static,3:33,v4.5-all,https://suno.com/song/a6105c37-c068-446b-a744-c55080cc680a,https://cdn2.suno.ai/image_a6105c37-c068-446b-a744-c55080cc680a.jpeg?width=100,3:33Midnight Staticv4.5-allreggae tech dubPublishRemix
4,4,b232db40-e4c0-4046-adea-416445ca48ca,Midnight Static,3:34,v4.5-all,https://suno.com/song/b232db40-e4c0-4046-adea-416445ca48ca,https://cdn2.suno.ai/image_b232db40-e4c0-4046-adea-416445ca48ca.jpeg?width=100,3:34Midnight Staticv4.5-allreggae tech dubPublishRemix
4,4,44b5c2a8-ea24-49c6-965e-13f3809de350,Morning FIre,7:10,v5.5,https://suno.com/song/44b5c2a8-ea24-49c6-965e-13f3809de350,https://cdn2.suno.ai/image_44b5c2a8-ea24-49c6-965e-13f3809de350.jpeg?width=100,"7:10Morning FIrev5.5Psychedelic rock with metal edge: dreamy analog synth pads, vinyl crackle, distant feedback, and slow-burning fuzz guitar leads, Hypnotic female vocals sit in lush reverb and delay, with soaring chorus layers, Thick bass, tom-heavy drums, phased arpeggios, and cosmic wah-soaked solos drive a mystical, heavy, expansive texture3PublishRemix"
4,4,4794cf85-73bf-441b-ae88-11c3b24343b7,Morning FIre,5:20,v5.5,https://suno.com/song/4794cf85-73bf-441b-ae88-11c3b24343b7,https://cdn2.suno.ai/image_4794cf85-73bf-441b-ae88-11c3b24343b7.jpeg?width=100,"5:20Morning FIrev5.5Psychedelic rock with metal edge: dreamy analog synth pads, vinyl crackle, distant feedback, and slow-burning fuzz guitar leads, Hypnotic female vocals sit in lush reverb and delay, with soaring chorus layers, Thick bass, tom-heavy drums, phased arpeggios, and cosmic wah-soaked solos drive a mystical, heavy, expansive texture4PublishRemix"
4,4,03438ba8-00b9-4cb9-bc1b-65fd2c379315,Neon One Drop,4:18,v4.5-all,https://suno.com/song/03438ba8-00b9-4cb9-bc1b-65fd2c379315,https://cdn2.suno.ai/image_03438ba8-00b9-4cb9-bc1b-65fd2c379315.jpeg?width=100,"4:18Neon One Dropv4.5-allReggae tech dub with a loping one-drop drum groove at 74 BPM, fat spring-reverb snare, deep sub-bass, and skanking offbeat guitar chops, Digital delay throws, tape echo feedback, filtered synth stabs, and glitchy percussion edits add futuristic pressure while cavernous dub space and saturated mix buss glue it togetherPublishRemix"
4,4,946a5da4-a209-485c-9cb3-e40d83ee297d,Neon One Drop,5:43,v4.5-all,https://suno.com/song/946a5da4-a209-485c-9cb3-e40d83ee297d,https://cdn2.suno.ai/image_946a5da4-a209-485c-9cb3-e40d83ee297d.jpeg?width=100,"5:43Neon One Dropv4.5-allReggae tech dub with a loping one-drop drum groove at 74 BPM, fat spring-reverb snare, deep sub-bass, and skanking offbeat guitar chops, Digital delay throws, tape echo feedback, filtered synth stabs, and glitchy percussion edits add futuristic pressure while cavernous dub space and saturated mix buss glue it togetherPublishRemix"
5,5,1e1c7e5e-3c07-4203-9f0a-d538bb033e1e,Cry Me,3:56,v5.5,https://suno.com/song/1e1c7e5e-3c07-4203-9f0a-d538bb033e1e,https://cdn2.suno.ai/image_1e1c7e5e-3c07-4203-9f0a-d538bb033e1e.jpeg?width=100,"3:56Cry Mev5.5CoverHuapango poderoso y marcado con arpa huasteca, violín lead y jarana golpeada, plus guitarrón marcando el pulso en compás de 6/8, Folk Andino Mexa color with quena, charango, zampoña, bombo legüero, tight unison riffs, rasped string accents, and dry room ambience for a forceful, earthy, stomping groovePublishRemix"
